product_id,product_name,category,product_type,brand,price_myr,description,frame_material,frame_shape,frame_color,gender,uv_protection,polarized,lens_color,frame_style,lens_type,lens_feature,lens_duration,multifocal,store_location,city,stock_status,rating,bestseller,new_arrival
P0413,Comfort Contact Lens 413,Contact Lenses,Contact Lenses,Bausch & Lomb,204.89,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,multifocal,moisture retention,monthly,no,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.7,yes,no
P0414,Comfort Contact Lens 414,Contact Lenses,Contact Lenses,Acuvue,109.16,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,multifocal,extended wear comfort,monthly,no,Melawati Mall,Kuala Lumpur,in_stock,4.8,no,yes
P0415,Comfort Contact Lens 415,Contact Lenses,Contact Lenses,Bausch & Lomb,167.71,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,moisture retention,daily,no,Melawati Mall,Kuala Lumpur,in_stock,4.5,no,no
P0416,Comfort Contact Lens 416,Contact Lenses,Contact Lenses,Bausch & Lomb,137.94,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,toric,hydrogel technology,monthly,yes,Aeon Mall Nilai,Nilai,low_stock,4.4,no,yes
P0417,Comfort Contact Lens 417,Contact Lenses,Contact Lenses,Acuvue,95.71,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,toric,moisture retention,daily,yes,Melawati Mall,Kuala Lumpur,in_stock,4.4,yes,no
P0418,Comfort Contact Lens 418,Contact Lenses,Contact Lenses,Acuvue,127.62,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,extended wear comfort,monthly,no,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.1,yes,yes
P0419,Comfort Contact Lens 419,Contact Lenses,Contact Lenses,Acuvue,144.31,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,UV blocking,daily,yes,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.7,yes,no
P0420,Comfort Contact Lens 420,Contact Lenses,Contact Lenses,Acuvue,94.43,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,moisture retention,monthly,yes,Mitsui Outlet Park,Sepang,low_stock,4.5,yes,no
P0421,Comfort Contact Lens 421,Contact Lenses,Contact Lenses,Acuvue,120.12,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,toric,oxygen permeable,monthly,no,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.2,yes,no
P0422,Comfort Contact Lens 422,Contact Lenses,Contact Lenses,Acuvue,214.16,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,extended wear comfort,daily,yes,Aeon Mall Nilai,Nilai,low_stock,4.4,no,yes
P0423,Comfort Contact Lens 423,Contact Lenses,Contact Lenses,Acuvue,103.98,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,multifocal,moisture retention,monthly,no,Melawati Mall,Kuala Lumpur,low_stock,4.0,yes,no
P0424,Comfort Contact Lens 424,Contact Lenses,Contact Lenses,Acuvue,133.7,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,hydrogel technology,daily,no,Aeon Mall Nilai,Nilai,low_stock,4.1,no,no
P0425,Comfort Contact Lens 425,Contact Lenses,Contact Lenses,Bausch & Lomb,194.44,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,multifocal,oxygen permeable,daily,no,Melawati Mall,Kuala Lumpur,in_stock,4.1,no,yes
P0426,Comfort Contact Lens 426,Contact Lenses,Contact Lenses,Bausch & Lomb,175.83,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,moisture retention,monthly,no,Mitsui Outlet Park,Sepang,in_stock,4.8,yes,no
P0427,Comfort Contact Lens 427,Contact Lenses,Contact Lenses,Bausch & Lomb,105.67,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,toric,moisture retention,monthly,no,Melawati Mall,Kuala Lumpur,low_stock,4.4,yes,no
P0428,Comfort Contact Lens 428,Contact Lenses,Contact Lenses,Bausch & Lomb,147.01,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,moisture retention,daily,no,Aeon Mall Nilai,Nilai,low_stock,4.5,yes,yes
P0429,Comfort Contact Lens 429,Contact Lenses,Contact Lenses,Acuvue,125.62,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,extended wear comfort,daily,no,Mitsui Outlet Park,Sepang,low_stock,4.3,no,yes
P0430,Comfort Contact Lens 430,Contact Lenses,Contact Lenses,Acuvue,216.34,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,toric,moisture retention,monthly,yes,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.2,no,no
P0431,Comfort Contact Lens 431,Contact Lenses,Contact Lenses,Acuvue,104.23,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,multifocal,UV blocking,daily,no,Melawati Mall,Kuala Lumpur,in_stock,4.5,no,no
P0432,Comfort Contact Lens 432,Contact Lenses,Contact Lenses,Bausch & Lomb,104.66,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,toric,hydrogel technology,monthly,yes,Aeon Mall Nilai,Nilai,in_stock,4.5,no,no
P0433,Comfort Contact Lens 433,Contact Lenses,Contact Lenses,Acuvue,92.67,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,hydrogel technology,daily,yes,Mitsui Outlet Park,Sepang,in_stock,4.5,no,no
P0434,Comfort Contact Lens 434,Contact Lenses,Contact Lenses,Bausch & Lomb,107.39,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,oxygen permeable,monthly,no,Mitsui Outlet Park,Sepang,low_stock,4.7,no,no
P0435,Comfort Contact Lens 435,Contact Lenses,Contact Lenses,Acuvue,165.61,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,hydrogel technology,monthly,yes,Aeon Mall Nilai,Nilai,low_stock,4.0,yes,yes
P0436,Comfort Contact Lens 436,Contact Lenses,Contact Lenses,Acuvue,200.57,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,extended wear comfort,daily,yes,Melawati Mall,Kuala Lumpur,low_stock,4.6,no,no
P0437,Comfort Contact Lens 437,Contact Lenses,Contact Lenses,Bausch & Lomb,133.42,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,toric,oxygen permeable,daily,yes,Mitsui Outlet Park,Sepang,low_stock,4.1,no,no
P0438,Comfort Contact Lens 438,Contact Lenses,Contact Lenses,Acuvue,120.39,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,toric,oxygen permeable,daily,yes,Mitsui Outlet Park,Sepang,in_stock,4.1,yes,yes
P0439,Comfort Contact Lens 439,Contact Lenses,Contact Lenses,Bausch & Lomb,216.5,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,toric,moisture retention,daily,yes,Mitsui Outlet Park,Sepang,in_stock,4.5,no,no
P0440,Comfort Contact Lens 440,Contact Lenses,Contact Lenses,Acuvue,143.62,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,multifocal,moisture retention,monthly,no,Mitsui Outlet Park,Sepang,low_stock,4.3,yes,no
P0441,Comfort Contact Lens 441,Contact Lenses,Contact Lenses,Bausch & Lomb,198.55,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,toric,UV blocking,daily,no,Aeon Mall Nilai,Nilai,low_stock,4.7,no,yes
P0442,Comfort Contact Lens 442,Contact Lenses,Contact Lenses,Bausch & Lomb,178.68,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,toric,extended wear comfort,daily,no,Aeon Mall Nilai,Nilai,in_stock,4.1,no,no
P0443,Comfort Contact Lens 443,Contact Lenses,Contact Lenses,Acuvue,114.33,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,moisture retention,daily,no,Aeon Mall Nilai,Nilai,in_stock,4.7,yes,no
P0444,Comfort Contact Lens 444,Contact Lenses,Contact Lenses,Bausch & Lomb,160.36,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,moisture retention,monthly,no,Mitsui Outlet Park,Sepang,low_stock,4.8,no,no
P0445,Comfort Contact Lens 445,Contact Lenses,Contact Lenses,Acuvue,177.31,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,toric,extended wear comfort,monthly,no,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.5,yes,yes
P0446,Comfort Contact Lens 446,Contact Lenses,Contact Lenses,Acuvue,120.15,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,multifocal,moisture retention,daily,yes,Melawati Mall,Kuala Lumpur,in_stock,4.7,no,no
P0447,Comfort Contact Lens 447,Contact Lenses,Contact Lenses,Bausch & Lomb,118.53,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,UV blocking,monthly,yes,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.5,yes,no
P0448,Comfort Contact Lens 448,Contact Lenses,Contact Lenses,Acuvue,116.58,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,oxygen permeable,daily,no,Melawati Mall,Kuala Lumpur,in_stock,4.6,yes,no
P0449,Comfort Contact Lens 449,Contact Lenses,Contact Lenses,Acuvue,163.38,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,toric,oxygen permeable,daily,no,Aeon Mall Nilai,Nilai,low_stock,4.6,yes,no
P0450,Comfort Contact Lens 450,Contact Lenses,Contact Lenses,Acuvue,160.89,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,UV blocking,monthly,yes,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.6,yes,yes
P0451,Vision Lens Solution 451,Lens Solutions,Lens Solutions,Calisto Vision,289.2,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.7,yes,no
P0452,Vision Lens Solution 452,Lens Solutions,Lens Solutions,Calisto Vision,292.38,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Mitsui Outlet Park,Sepang,in_stock,4.3,no,no
P0453,Vision Lens Solution 453,Lens Solutions,Lens Solutions,Calisto Vision,438.53,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Melawati Mall,Kuala Lumpur,low_stock,4.9,no,no
P0454,Vision Lens Solution 454,Lens Solutions,Lens Solutions,Calisto Vision,231.1,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Melawati Mall,Kuala Lumpur,low_stock,4.5,yes,yes
P0455,Vision Lens Solution 455,Lens Solutions,Lens Solutions,Calisto Vision,353.32,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Melawati Mall,Kuala Lumpur,in_stock,4.6,yes,yes
P0456,Vision Lens Solution 456,Lens Solutions,Lens Solutions,Calisto Vision,179.31,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Mitsui Outlet Park,Sepang,low_stock,4.3,no,no
P0457,Vision Lens Solution 457,Lens Solutions,Lens Solutions,Calisto Vision,160.21,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.9,yes,yes
P0458,Vision Lens Solution 458,Lens Solutions,Lens Solutions,Calisto Vision,406.93,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Aeon Mall Nilai,Nilai,in_stock,4.8,yes,no
P0459,Vision Lens Solution 459,Lens Solutions,Lens Solutions,Calisto Vision,290.09,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Melawati Mall,Kuala Lumpur,low_stock,4.7,no,no
P0460,Vision Lens Solution 460,Lens Solutions,Lens Solutions,Calisto Vision,384.22,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.4,yes,no
P0461,Vision Lens Solution 461,Lens Solutions,Lens Solutions,Calisto Vision,203.38,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Melawati Mall,Kuala Lumpur,in_stock,4.6,yes,no
P0462,Vision Lens Solution 462,Lens Solutions,Lens Solutions,Calisto Vision,193.16,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Aeon Mall Nilai,Nilai,in_stock,4.8,no,yes
P0463,Vision Lens Solution 463,Lens Solutions,Lens Solutions,Calisto Vision,171.88,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Aeon Mall Nilai,Nilai,in_stock,4.8,yes,yes
P0464,Vision Lens Solution 464,Lens Solutions,Lens Solutions,Calisto Vision,349.38,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Aeon Mall Nilai,Nilai,low_stock,4.8,yes,no
P0465,Vision Lens Solution 465,Lens Solutions,Lens Solutions,Calisto Vision,280.82,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Mitsui Outlet Park,Sepang,in_stock,4.4,no,yes
P0466,Vision Lens Solution 466,Lens Solutions,Lens Solutions,Calisto Vision,250.03,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Melawati Mall,Kuala Lumpur,in_stock,4.6,yes,no
P0467,Vision Lens Solution 467,Lens Solutions,Lens Solutions,Calisto Vision,174.14,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Melawati Mall,Kuala Lumpur,in_stock,4.2,yes,no
P0468,Vision Lens Solution 468,Lens Solutions,Lens Solutions,Calisto Vision,239.66,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.5,no,yes
P0469,Vision Lens Solution 469,Lens Solutions,Lens Solutions,Calisto Vision,160.71,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.4,no,no
P0470,Vision Lens Solution 470,Lens Solutions,Lens Solutions,Calisto Vision,439.97,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Mitsui Outlet Park,Sepang,low_stock,4.1,yes,no
P0471,Vision Lens Solution 471,Lens Solutions,Lens Solutions,Calisto Vision,213.5,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Aeon Mall Nilai,Nilai,in_stock,4.8,yes,yes
P0472,Vision Lens Solution 472,Lens Solutions,Lens Solutions,Calisto Vision,346.15,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Mitsui Outlet Park,Sepang,in_stock,4.7,yes,yes
P0473,Vision Lens Solution 473,Lens Solutions,Lens Solutions,Calisto Vision,339.8,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.6,yes,yes
P0474,Vision Lens Solution 474,Lens Solutions,Lens Solutions,Calisto Vision,299.14,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Aeon Mall Nilai,Nilai,in_stock,4.4,no,no
P0475,Vision Lens Solution 475,Lens Solutions,Lens Solutions,Calisto Vision,442.76,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Aeon Mall Nilai,Nilai,in_stock,4.7,yes,no
P0476,Vision Lens Solution 476,Lens Solutions,Lens Solutions,Calisto Vision,186.22,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Aeon Mall Nilai,Nilai,in_stock,4.7,yes,no
P0477,Vision Lens Solution 477,Lens Solutions,Lens Solutions,Calisto Vision,427.7,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.7,no,yes
P0478,Vision Lens Solution 478,Lens Solutions,Lens Solutions,Calisto Vision,413.89,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Aeon Mall Nilai,Nilai,in_stock,4.2,yes,no
P0479,Vision Lens Solution 479,Lens Solutions,Lens Solutions,Calisto Vision,358.05,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Mitsui Outlet Park,Sepang,in_stock,4.2,no,no
P0480,Vision Lens Solution 480,Lens Solutions,Lens Solutions,Calisto Vision,221.78,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Mitsui Outlet Park,Sepang,in_stock,4.7,yes,no
P0481,Vision Lens Solution 481,Lens Solutions,Lens Solutions,Calisto Vision,275.64,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Melawati Mall,Kuala Lumpur,in_stock,4.9,yes,no
P0482,Vision Lens Solution 482,Lens Solutions,Lens Solutions,Calisto Vision,289.26,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.3,yes,no
P0483,Vision Lens Solution 483,Lens Solutions,Lens Solutions,Calisto Vision,202.9,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Mitsui Outlet Park,Sepang,low_stock,4.3,no,no
P0484,Vision Lens Solution 484,Lens Solutions,Lens Solutions,Calisto Vision,335.05,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Melawati Mall,Kuala Lumpur,in_stock,4.7,yes,yes
P0485,Vision Lens Solution 485,Lens Solutions,Lens Solutions,Calisto Vision,295.52,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Aeon Mall Nilai,Nilai,in_stock,4.7,no,no
P0486,Vision Lens Solution 486,Lens Solutions,Lens Solutions,Calisto Vision,374.13,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.4,yes,yes
P0487,Vision Lens Solution 487,Lens Solutions,Lens Solutions,Calisto Vision,410.97,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Mitsui Outlet Park,Sepang,in_stock,4.5,no,yes
P0488,Vision Lens Solution 488,Lens Solutions,Lens Solutions,Calisto Vision,193.48,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Mitsui Outlet Park,Sepang,low_stock,4.4,no,yes
P0489,Vision Lens Solution 489,Lens Solutions,Lens Solutions,Calisto Vision,442.67,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Melawati Mall,Kuala Lumpur,in_stock,4.1,yes,no
P0490,Vision Lens Solution 490,Lens Solutions,Lens Solutions,Calisto Vision,183.33,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.2,no,yes
P0491,Vision Lens Solution 491,Lens Solutions,Lens Solutions,Calisto Vision,331.09,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Melawati Mall,Kuala Lumpur,in_stock,4.4,no,yes
P0492,Vision Lens Solution 492,Lens Solutions,Lens Solutions,Calisto Vision,401.1,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Mitsui Outlet Park,Sepang,low_stock,4.7,yes,yes
P0493,Vision Lens Solution 493,Lens Solutions,Lens Solutions,Calisto Vision,280.27,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Melawati Mall,Kuala Lumpur,in_stock,4.4,yes,yes
P0494,Vision Lens Solution 494,Lens Solutions,Lens Solutions,Calisto Vision,370.04,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Mitsui Outlet Park,Sepang,low_stock,4.5,yes,no
P0495,Vision Lens Solution 495,Lens Solutions,Lens Solutions,Calisto Vision,222.15,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Mitsui Outlet Park,Sepang,in_stock,4.2,no,yes
P0496,Vision Lens Solution 496,Lens Solutions,Lens Solutions,Calisto Vision,154.78,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Aeon Mall Nilai,Nilai,low_stock,4.8,yes,no
P0497,Vision Lens Solution 497,Lens Solutions,Lens Solutions,Calisto Vision,381.55,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Mitsui Outlet Park,Sepang,low_stock,4.6,yes,yes
P0498,Vision Lens Solution 498,Lens Solutions,Lens Solutions,Calisto Vision,418.03,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Mitsui Outlet Park,Sepang,low_stock,4.4,no,yes
P0499,Vision Lens Solution 499,Lens Solutions,Lens Solutions,Calisto Vision,336.14,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Aeon Mall Nilai,Nilai,low_stock,4.8,yes,no
P0500,Vision Lens Solution 500,Lens Solutions,Lens Solutions,Calisto Vision,289.61,Advanced vision lens solution,,,,unisex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Melawati Mall,Kuala Lumpur,low_stock,4.2,yes,yes
